DATE                      R50                 R100                R200
2017-09-06  4.416190981865E-01  4.553618729115E-01  4.945711195469E-01
2017-09-07  4.517634809017E-01  4.595879614353E-01  4.902280271053E-01
2017-09-08  4.370139837265E-01  4.463814198971E-01  4.886117279530E-01
2017-09-11  4.968912005424E-01  4.918119311333E-01  5.100271105766E-01
2017-09-12  5.287415981293E-01  5.031679272652E-01  5.197831988335E-01
2017-09-13  5.494562387466E-01  5.248152017593E-01  5.365457534790E-01
2017-09-14  5.334023833275E-01  5.190073847771E-01  5.322144031525E-01
2017-09-15  5.499740839005E-01  5.292875766754E-01  5.408771038055E-01
2017-09-18  5.908855795860E-01  5.469409227371E-01  5.565782189369E-01
2017-09-19  5.898498296738E-01  5.466035008430E-01  5.576610565186E-01
2017-09-20  6.237059831619E-01  5.647368431091E-01  5.630752444267E-01
2017-09-21  6.097308397293E-01  5.631579160690E-01  5.560368299484E-01
2017-09-22  6.508018374443E-01  5.968421101570E-01  5.806276798248E-01
2017-09-25  6.264873147011E-01  5.823251008987E-01  5.786911845207E-01
2017-09-26  6.451112031937E-01  5.853914618492E-01  5.902702808380E-01
2017-09-27  7.011375427246E-01  6.421439647675E-01  6.210810542107E-01
2017-09-28  6.967975497246E-01  6.460084319115E-01  6.200000047684E-01
2017-09-29  7.074303627014E-01  6.493438482285E-01  6.315504908562E-01
2017-10-02  7.360824942589E-01  6.776902675629E-01  6.488384604454E-01
2017-10-03  7.432989478111E-01  6.825813055038E-01  6.420086622238E-01
2017-10-04  7.424008250237E-01  6.820566654205E-01  6.438208222389E-01
2017-10-05  7.624935507774E-01  7.025183439255E-01  6.551538109779E-01
2017-10-06  7.781780958176E-01  7.105401158333E-01  6.592991948128E-01
2017-10-09  7.529593706131E-01  6.900891661644E-01  6.420485377312E-01
2017-10-10  7.562981843948E-01  6.927110552788E-01  6.443965435028E-01
2017-10-11  7.538540363312E-01  6.886792182922E-01  6.474704146385E-01
2017-10-12  7.385721802711E-01  6.850104928017E-01  6.404736042023E-01
2017-10-13  7.500000000000E-01  6.853402853012E-01  6.437029242516E-01
2017-10-16  7.253593206406E-01  6.724228262901E-01  6.344085931778E-01
2017-10-17  7.054899930954E-01  6.598639488220E-01  6.276195645332E-01
2017-10-18  7.018983960152E-01  6.621338725090E-01  6.335303783417E-01
2017-10-19  7.001537680626E-01  6.621338725090E-01  6.383664608002E-01
2017-10-20  7.134802937508E-01  6.673640012741E-01  6.405158638954E-01
2017-10-23  6.611993908882E-01  6.391213536263E-01  6.233208179474E-01
2017-10-24  6.524859070778E-01  6.365062594414E-01  6.181524991989E-01
2017-10-25  6.283956766129E-01  6.208158731461E-01  6.084855198860E-01
2017-10-26  6.196821928024E-01  6.215368509293E-01  6.095595955849E-01
2017-10-27  6.265369057655E-01  6.403554677963E-01  6.213748455048E-01
2017-10-30  5.763319730759E-01  5.922634601593E-01  5.934479236603E-01
2017-10-31  5.957992076874E-01  6.095138788223E-01  5.972073078156E-01
2017-11-01  5.652841925621E-01  5.922634601593E-01  5.939849615097E-01
2017-11-02  5.586277246475E-01  5.898641347885E-01  5.891514420509E-01
2017-11-03  5.678443312645E-01  6.003134846687E-01  5.998926162720E-01
2017-11-06  5.529953837395E-01  5.960333943367E-01  5.904455184937E-01
2017-11-07  4.621289670467E-01  5.401878952980E-01  5.522788167000E-01
2017-11-08  4.518935382366E-01  5.276618003845E-01  5.506159663200E-01
2017-11-09  4.227226078510E-01  5.080855488777E-01  5.358672142029E-01
2017-11-10  4.303991794586E-01  5.145985484123E-01  5.385438799858E-01
2017-11-13  4.278403222561E-01  5.145985484123E-01  5.380085706711E-01
2017-11-14  4.322250783443E-01  5.119916796684E-01  5.433155298233E-01
2017-11-15  4.276214838028E-01  5.145833492279E-01  5.534759163857E-01
2017-11-16  4.700767397881E-01  5.517959594727E-01  5.702832937241E-01
2017-11-17  4.900255799294E-01  5.728408098221E-01  5.881410241127E-01
2017-11-20  5.140665173531E-01  5.839833617210E-01  5.897436141968E-01
2017-11-21  5.398772954941E-01  6.063442826271E-01  6.036324501038E-01
2017-11-22  5.607762932777E-01  6.202597618103E-01  6.180555820465E-01
2017-11-24  5.398365855217E-01  6.067532300949E-01  6.134543418884E-01
2017-11-27  5.153217315674E-01  6.005194783211E-01  6.033101677895E-01
2017-11-28  5.760980844498E-01  6.225337386131E-01  6.243329644203E-01
2017-11-29  5.726670026779E-01  6.209760904312E-01  6.312699913979E-01
2017-11-30  5.715740919113E-01  6.258432865143E-01  6.355887055397E-01
2017-12-01  5.610997676849E-01  6.211727857590E-01  6.228023171425E-01
2017-12-04  5.224032402039E-01  6.032157540321E-01  6.196057796478E-01
2017-12-05  5.005091428757E-01  5.938796401024E-01  6.078849434853E-01
2017-12-06  4.572301506996E-01  5.591286420822E-01  5.897709131241E-01
2017-12-07  4.753431677818E-01  5.769829154015E-01  5.961641073227E-01
2017-12-08  4.728012084961E-01  5.774210095406E-01  5.993607044220E-01
2017-12-11  4.573170840740E-01  5.641822218895E-01  5.881726145744E-01
2017-12-12  4.547764360905E-01  5.631470084190E-01  5.862619876862E-01
2017-12-13  4.695121943951E-01  5.734989643097E-01  5.889244079590E-01
2017-12-14  4.245809912682E-01  5.537745356560E-01  5.809371471405E-01
2017-12-15  5.106598734856E-01  5.956566929817E-01  6.098988652229E-01
2017-12-18  5.433790087700E-01  6.115702390671E-01  6.210750341415E-01
2017-12-19  5.195332169533E-01  5.888429880142E-01  6.035125255585E-01
2017-12-20  5.175037980080E-01  5.863847136497E-01  6.045768857002E-01
2017-12-21  5.554992556572E-01  6.067010164261E-01  6.184140443802E-01
2017-12-22  5.319148898125E-01  6.006175875664E-01  6.170212626457E-01
2017-12-26  5.144304037094E-01  5.876606702805E-01  6.074467897415E-01
2017-12-27  5.210126638412E-01  5.845758318901E-01  6.049973368645E-01
2017-12-28  5.404858589172E-01  5.955806970596E-01  6.073326468468E-01
2017-12-29  5.146612524986E-01  5.778120160103E-01  5.977683067322E-01
2018-01-02  5.484359264374E-01  6.042094230652E-01  6.062698960304E-01
2018-01-03  5.743822455406E-01  6.090302467346E-01  6.218799948692E-01
2018-01-04  5.950579643250E-01  6.251282095909E-01  6.279193162918E-01
2018-01-05  6.298537850380E-01  6.399999856949E-01  6.390658020973E-01
2018-01-08  6.129032373428E-01  6.282051205635E-01  6.358811259270E-01
2018-01-09  6.183282732964E-01  6.140440702438E-01  6.374734640121E-01
2018-01-10  6.149975061417E-01  6.055327653885E-01  6.279193162918E-01
2018-01-11  6.901408433914E-01  6.598360538483E-01  6.654294729233E-01
2018-01-12  6.988436579704E-01  6.639344096184E-01  6.786850690842E-01
2018-01-16  6.571285128593E-01  6.354326605797E-01  6.585366129875E-01
2018-01-17  6.725175380707E-01  6.513056755066E-01  6.675503849983E-01
2018-01-18  6.534603834152E-01  6.364567279816E-01  6.474019289017E-01
2018-01-19  6.985957622528E-01  6.676907539368E-01  6.808059215546E-01
2018-01-22  6.906906962395E-01  6.653019189835E-01  6.755037307739E-01
2018-01-23  6.974999904633E-01  6.658137440681E-01  6.772655248642E-01
2018-01-24  6.533466577530E-01  6.340839266777E-01  6.640169620514E-01
2018-01-25  6.530204415321E-01  6.289662122726E-01  6.624271273613E-01
2018-01-26  6.540189981461E-01  6.463664174080E-01  6.719660758972E-01
2018-01-29  6.225661635399E-01  6.225063800812E-01  6.525423526764E-01
2018-01-30  5.663672685623E-01  5.918158292770E-01  6.297669410706E-01
2018-01-31  5.393426418304E-01  5.780051350594E-01  6.228813529015E-01
2018-02-01  5.425584912300E-01  5.826086997986E-01  6.271186470985E-01
2018-02-02  4.499751031399E-01  5.242967009544E-01  5.868644118309E-01
2018-02-05  2.777501344681E-01  4.038854837418E-01  5.066172480583E-01
2018-02-06  3.250373303890E-01  4.251405298710E-01  5.325568914413E-01
2018-02-07  3.285216391087E-01  4.333162903786E-01  5.346744060516E-01
2018-02-08  2.314584404230E-01  3.367398977280E-01  4.624338746071E-01
2018-02-09  2.452736347914E-01  3.592233061790E-01  4.830687940121E-01
2018-02-12  2.850746214390E-01  3.840653598309E-01  5.013206601143E-01
2018-02-13  3.039801120758E-01  3.962264060974E-01  5.124141573906E-01
2018-02-14  3.706467747688E-01  4.449541270733E-01  5.366754531860E-01
2018-02-15  4.268656671047E-01  4.755351543427E-01  5.551451444626E-01
2018-02-16  4.393034875393E-01  4.898063242435E-01  5.680379867554E-01
2018-02-20  3.929458558559E-01  4.520896971226E-01  5.416227579117E-01
2018-02-21  4.216269850731E-01  4.610686898232E-01  5.474183559418E-01
2018-02-22  4.000991582870E-01  4.519084095955E-01  5.376514196396E-01
2018-02-23  4.476945996284E-01  4.918616414070E-01  5.615789294243E-01
2018-02-26  4.695091843605E-01  5.020346045494E-01  5.721052885056E-01
2018-02-27  4.112983047962E-01  4.628687798977E-01  5.489473938942E-01
2018-02-28  3.513112366199E-01  4.062023460865E-01  5.115789771080E-01
2018-03-01  3.333333432674E-01  3.960345685482E-01  5.068420767784E-01
2018-03-02  4.094955623150E-01  4.598577320576E-01  5.439242720604E-01
2018-03-05  4.443895220757E-01  4.832316935062E-01  5.560231208801E-01
2018-03-06  4.832015931606E-01  5.086382031441E-01  5.723303556442E-01
2018-03-07  5.032098889351E-01  5.223350524902E-01  5.865334272385E-01
2018-03-08  5.051851868629E-01  5.256215333939E-01  5.817990303040E-01
2018-03-09  5.799605250359E-01  5.753424763680E-01  6.163951754570E-01
2018-03-12  5.908193588257E-01  6.022323966026E-01  6.271008253098E-01
2018-03-13  5.683276057243E-01  5.834601521492E-01  6.181722879410E-01
2018-03-14  5.551724433899E-01  5.567376017570E-01  6.047244071960E-01
2018-03-15  5.320196747780E-01  5.462822318077E-01  5.994750857353E-01
2018-03-16  5.672082901001E-01  5.743175148964E-01  6.162729859352E-01
2018-03-19  5.243722200394E-01  5.470172166824E-01  5.942257046700E-01
2018-03-20  5.100935697556E-01  5.384226441383E-01  5.821522474289E-01
2018-03-21  5.411127805710E-01  5.548256635666E-01  5.942257046700E-01
2018-03-22  4.313146173954E-01  4.740030169487E-01  5.464079976082E-01
2018-03-23  3.466272652149E-01  4.001009166241E-01  4.887257516384E-01
2018-03-26  4.018691480160E-01  4.550958573818E-01  5.322496294975E-01
2018-03-27  3.423511981964E-01  3.928391337395E-01  4.808599948883E-01
2018-03-28  3.256271481514E-01  3.877139985561E-01  4.840062856674E-01
2018-03-29  3.731563389301E-01  4.167923629284E-01  4.973794519901E-01
2018-04-02  2.866273224354E-01  3.539467155933E-01  4.557359814644E-01
2018-04-03  3.254670500755E-01  3.846153914928E-01  4.780104756355E-01
2018-04-04  3.977384567261E-01  4.224008023739E-01  5.078533887863E-01
2018-04-05  4.237954914570E-01  4.327309131622E-01  5.122972130775E-01
2018-04-06  3.549337387085E-01  3.858504891396E-01  4.793301820755E-01
2018-04-09  3.550760149956E-01  3.797595202923E-01  4.748953878880E-01
2018-04-10  4.418832659721E-01  4.376564919949E-01  5.151673555374E-01
2018-04-11  4.428641498089E-01  4.381572306156E-01  5.193514823914E-01
2018-04-12  4.808823466301E-01  4.624624550343E-01  5.344827771187E-01
2018-04-13  4.784525036812E-01  4.485514461994E-01  5.258485674858E-01
2018-04-16  5.088148713112E-01  4.722915589809E-01  5.419927239418E-01
2018-04-17  5.489715933800E-01  4.987518787384E-01  5.641292929649E-01
2018-04-18  5.499510169029E-01  4.947578608990E-01  5.599582791328E-01
2018-04-19  5.377081036568E-01  4.932601153851E-01  5.547445416451E-01
2018-04-20  5.075868964195E-01  4.792810678482E-01  5.448383688927E-01
2018-04-23  5.000000000000E-01  4.692960679531E-01  5.422315001488E-01
2018-04-24  4.716242551804E-01  4.565868377686E-01  5.281543135643E-01
2018-04-25  4.417808353901E-01  4.471057951450E-01  5.239832997322E-01
2018-04-26  4.696969687939E-01  4.585828483105E-01  5.304846167564E-01
2018-04-27  4.745845496655E-01  4.645708501339E-01  5.237102508545E-01
2018-04-30  4.328285157681E-01  4.296407103539E-01  4.973958432674E-01
2018-05-01  4.572545289993E-01  4.446107745171E-01  5.135416388512E-01
2018-05-02  4.596971273422E-01  4.466600120068E-01  5.187500119209E-01
2018-05-03  4.223632812500E-01  4.061722159386E-01  4.841228425503E-01
2018-05-04  4.907226562500E-01  4.624191224575E-01  5.283411145210E-01
2018-05-07  5.078125000000E-01  4.805970191956E-01  5.322245359421E-01
2018-05-08  5.243902206421E-01  4.940298497677E-01  5.353430509567E-01
2018-05-09  5.487805008888E-01  5.121830105782E-01  5.522077679634E-01
2018-05-10  5.494880676270E-01  5.109235644341E-01  5.477674007416E-01
2018-05-11  5.694783329964E-01  5.225806236267E-01  5.588998198509E-01
2018-05-14  5.387615561485E-01  5.071889162064E-01  5.474339127541E-01
2018-05-15  5.472709536552E-01  5.113974213600E-01  5.515811443329E-01
2018-05-16  5.745614171028E-01  5.294700264931E-01  5.680994391441E-01
2018-05-17  5.986361503601E-01  5.490099191666E-01  5.802277326584E-01
2018-05-18  6.195811033249E-01  5.608910918236E-01  5.816959738731E-01
2018-05-21  6.260954141617E-01  5.648514628410E-01  5.912144780159E-01
2018-05-22  6.105160713196E-01  5.519801974297E-01  5.723140239716E-01
2018-05-23  6.154593825340E-01  5.576447248459E-01  5.782137513161E-01
2018-05-24  6.120563745499E-01  5.494071245193E-01  5.756323933601E-01
2018-05-25  6.185616850853E-01  5.558300614357E-01  5.877193212509E-01
2018-05-29  5.905779600143E-01  5.320829153061E-01  5.667870044708E-01
2018-05-30  6.242718696594E-01  5.602172017097E-01  5.817431807518E-01
2018-05-31  6.116504669189E-01  5.476073026657E-01  5.740072131157E-01
2018-06-01  6.601941585541E-01  5.851011276245E-01  5.930892229080E-01
2018-06-04  6.527643203735E-01  5.917159914970E-01  5.915420055389E-01
2018-06-05  6.815317273140E-01  6.074950695038E-01  6.077319383621E-01
2018-06-06  6.858943104744E-01  6.136027574539E-01  6.159793734550E-01
2018-06-07  6.747337579727E-01  6.116313338280E-01  6.010309457779E-01
2018-06-08  6.669889092445E-01  6.131098866463E-01  6.035015583038E-01
2018-06-11  6.810052990913E-01  6.205027103424E-01  6.138002276421E-01
2018-06-12  6.848719120026E-01  6.278955340385E-01  6.220391392708E-01
2018-06-13  6.723054647446E-01  6.152709126472E-01  6.096807122231E-01
2018-06-14  6.819719672203E-01  6.295566558838E-01  6.129696369171E-01
2018-06-15  6.800386905670E-01  6.325123310089E-01  6.088522672653E-01
2018-06-18  6.729468703270E-01  6.291195154190E-01  6.100823283195E-01
2018-06-19  6.652173995972E-01  6.294840574265E-01  6.111111044884E-01
2018-06-20  6.760019063950E-01  6.461916565895E-01  6.239711642265E-01
2018-06-21  6.481660008430E-01  6.216216087341E-01  6.010282635689E-01
2018-06-22  6.423745155334E-01  6.265356540680E-01  6.071979403496E-01
2018-06-25  5.830115675926E-01  5.912659764290E-01  5.789203047752E-01
2018-06-26  5.994208455086E-01  6.015701889992E-01  5.842754244804E-01
2018-06-27  5.026531815529E-01  5.461236238480E-01  5.467625856400E-01
2018-06-28  5.171084403992E-01  5.529931187630E-01  5.505906343460E-01
2018-06-29  5.113143920898E-01  5.510303974152E-01  5.531587004662E-01
2018-07-02  5.488685369492E-01  5.684158802032E-01  5.657083988190E-01
2018-07-03  5.479056239128E-01  5.651960968971E-01  5.569815039635E-01
2018-07-05  5.734232068062E-01  5.931372642517E-01  5.811088085175E-01
2018-07-06  6.019230484962E-01  6.207741498947E-01  5.987685918808E-01
2018-07-09  6.229587197304E-01  6.284875273705E-01  6.098310351372E-01
2018-07-10  6.029765009880E-01  6.201664209366E-01  6.008188128471E-01
2018-07-11  5.640902519226E-01  6.002935171127E-01  5.829068422318E-01
2018-07-12  5.804128646851E-01  6.029340028763E-01  5.864892601967E-01
2018-07-13  5.601918697357E-01  5.892420411110E-01  5.736950039864E-01
2018-07-16  5.320574045181E-01  5.770171284676E-01  5.728155374527E-01
2018-07-17  5.351506471634E-01  5.892420411110E-01  5.825242996216E-01
2018-07-18  5.547061562538E-01  5.975550413132E-01  5.847803950310E-01
2018-07-19  5.527446269989E-01  5.867122411728E-01  5.903983712196E-01
2018-07-20  5.460620522499E-01  5.847581624985E-01  5.863125920296E-01
2018-07-23  5.400763154030E-01  5.886663198471E-01  5.870342254639E-01
2018-07-24  4.785305261612E-01  5.576171875000E-01  5.666156411171E-01
2018-07-25  4.833015203476E-01  5.449218750000E-01  5.591836571693E-01
2018-07-26  5.042939186096E-01  5.625000000000E-01  5.719387531281E-01
2018-07-27  4.105865657330E-01  5.158613920212E-01  5.367347002029E-01
2018-07-30  3.776824176311E-01  4.921951293945E-01  5.249745249748E-01
2018-07-31  4.027645289898E-01  5.053658485413E-01  5.369332432747E-01
2018-08-01  4.054311513901E-01  5.060945749283E-01  5.341140627861E-01
2018-08-02  4.414285719395E-01  5.197464823723E-01  5.453156828880E-01
2018-08-03  3.968631327152E-01  5.024342536926E-01  5.371690392494E-01
2018-08-06  4.270783960819E-01  5.172749161720E-01  5.435114502907E-01
2018-08-07  4.327791035175E-01  5.218871831894E-01  5.363128781319E-01
2018-08-08  4.536817073822E-01  5.323286056519E-01  5.517766475677E-01
2018-08-09  4.513526260853E-01  5.228376984596E-01  5.474378466606E-01
2018-08-10  4.354838728905E-01  5.121477246284E-01  5.357686281204E-01
2018-08-13  4.082503616810E-01  4.995141029358E-01  5.263691544533E-01
2018-08-14  4.333807528019E-01  5.169903039932E-01  5.390070676804E-01
2018-08-15  3.840682804585E-01  4.730713367462E-01  5.113924145699E-01
2018-08-16  4.129919409752E-01  4.944201707840E-01  5.237854123116E-01
2018-08-17  4.180094897747E-01  4.990310072899E-01  5.326251983643E-01
2018-08-20  4.396020770073E-01  5.070149898529E-01  5.404040217400E-01
2018-08-21  4.680246412754E-01  5.297532677650E-01  5.514631867409E-01
2018-08-22  4.879204034805E-01  5.389453172684E-01  5.615540146828E-01
2018-08-23  4.758522808552E-01  5.283018946648E-01  5.521936416626E-01
2018-08-24  4.853219687939E-01  5.355587601662E-01  5.581864118576E-01
2018-08-27  5.118371248245E-01  5.437832474709E-01  5.639476180077E-01
2018-08-28  5.142045617104E-01  5.365263819695E-01  5.646703839302E-01
2018-08-29  5.390440225601E-01  5.485742092133E-01  5.702063441277E-01
2018-08-30  5.259678959846E-01  5.396135449409E-01  5.608651638031E-01
2018-08-31  5.546653866768E-01  5.639787316322E-01  5.744466781616E-01
2018-09-04  5.334590077400E-01  5.485273003578E-01  5.570638775826E-01
2018-09-05  5.141242742538E-01  5.330758094788E-01  5.494229793549E-01
2018-09-06  4.746240675449E-01  5.007243156433E-01  5.381143689156E-01
2018-09-07  4.603844285011E-01  4.913127422333E-01  5.235707163811E-01
2018-09-10  4.756326079369E-01  5.014464855194E-01  5.330992937088E-01
2018-09-11  4.508427083492E-01  4.850674271584E-01  5.240722298622E-01
2018-09-12  4.517790377140E-01  4.797687828541E-01  5.155310630798E-01
2018-09-13  4.433520734310E-01  4.657995998859E-01  5.122684240341E-01
2018-09-14  4.429373145103E-01  4.706165790558E-01  5.155155062675E-01
2018-09-17  4.093458056450E-01  4.454064369202E-01  5.010010004044E-01
2018-09-18  4.341121613979E-01  4.541085958481E-01  5.105105042458E-01
2018-09-19  4.303738176823E-01  4.486071169376E-01  5.035035014153E-01
2018-09-20  4.827102720737E-01  4.759846329689E-01  5.295295119286E-01
2018-09-21  4.785046875477E-01  4.764649271965E-01  5.250250101089E-01
2018-09-24  4.507239460945E-01  4.572936594486E-01  5.095000267029E-01
2018-09-25  4.493227601051E-01  4.533269405365E-01  5.027458667755E-01
2018-09-26  4.193097054958E-01  4.334928095341E-01  4.852720797062E-01
2018-09-27  4.346815347672E-01  4.289813339710E-01  4.837743341923E-01
2018-09-28  4.256505668163E-01  4.300047755241E-01  4.797803163528E-01
2018-10-01  3.805761933327E-01  3.999044299126E-01  4.600798487663E-01
2018-10-02  3.622851967812E-01  3.720152676105E-01  4.484304785728E-01
2018-10-03  3.899721503258E-01  4.016236960888E-01  4.688899815083E-01
2018-10-04  3.212963044643E-01  3.615090847015E-01  4.444997608662E-01
2018-10-05  2.955596745014E-01  3.409742116928E-01  4.174129366875E-01
2018-10-08  2.784458696842E-01  3.298329412937E-01  4.112381935120E-01
2018-10-09  2.631822526455E-01  3.174224197865E-01  4.070576429367E-01
2018-10-10  1.803885251284E-01  2.380725145340E-01  3.457525968552E-01
2018-10-11  1.390942633152E-01  1.988555043936E-01  3.060109317303E-01
2018-10-12  1.649722754955E-01  2.187797874212E-01  3.134624958038E-01
2018-10-15  1.621996313334E-01  2.197906821966E-01  3.149528205395E-01
2018-10-16  2.375231087208E-01  2.715168893337E-01  3.581349253654E-01
2018-10-17  2.282809615135E-01  2.734189331532E-01  3.571428656578E-01
2018-10-18  2.036011070013E-01  2.406086474657E-01  3.300297260284E-01
2018-10-19  1.816505342722E-01  2.185273170471E-01  3.145121335983E-01
2018-10-22  1.673582345247E-01  2.146248817444E-01  3.055968284607E-01
2018-10-23  1.557603627443E-01  2.002847641706E-01  2.915841639042E-01
2018-10-24  1.110599115491E-01  1.433317512274E-01  2.415841519833E-01
2018-10-25  1.220073699951E-01  1.637399196625E-01  2.584158480167E-01
2018-10-26  1.123388558626E-01  1.457047909498E-01  2.459178566933E-01
2018-10-29  1.118784546852E-01  1.432637572289E-01  2.355269640684E-01
2018-10-30  1.454210728407E-01  1.755218207836E-01  2.666996419430E-01
2018-10-31  1.642134338617E-01  1.935483813286E-01  2.751113176346E-01
2018-11-01  2.207911610603E-01  2.319734394550E-01  3.087580502033E-01
2018-11-02  2.244710177183E-01  2.370791882277E-01  3.137060999870E-01
2018-11-05  2.290708422661E-01  2.399241328239E-01  3.082632422447E-01
2018-11-06  2.496551722288E-01  2.536747157574E-01  3.142008781433E-01
2018-11-07  3.051470518112E-01  2.834123075008E-01  3.361344635487E-01
2018-11-08  3.189338147640E-01  2.870677411556E-01  3.376110494137E-01
2018-11-09  2.628676593304E-01  2.490548193455E-01  3.134254813194E-01
2018-11-12  2.066115736961E-01  2.090608775616E-01  2.833168804646E-01
2018-11-13  2.188073396683E-01  2.056603729725E-01  2.788746356964E-01
2018-11-14  1.862385272980E-01  1.833176314831E-01  2.522211372852E-01
2018-11-15  2.278771251440E-01  2.107243686914E-01  2.738036513329E-01
2018-11-16  2.320036739111E-01  2.045987844467E-01  2.731755375862E-01
2018-11-19  1.993583887815E-01  1.833958774805E-01  2.428571432829E-01
2018-11-20  1.653687655926E-01  1.524390280247E-01  2.176267802715E-01
2018-11-21  1.910215318203E-01  1.693245768547E-01  2.332677096128E-01
2018-11-23  2.148080468178E-01  1.740150153637E-01  2.380718141794E-01
2018-11-26  2.384650558233E-01  1.922175288200E-01  2.518445551395E-01
2018-11-27  2.247601598501E-01  1.879100352526E-01  2.378378361464E-01
2018-11-28  3.083599805832E-01  2.305529564619E-01  2.749140858650E-01
2018-11-29  3.103605806828E-01  2.422680407763E-01  2.768777608871E-01
2018-11-30  3.330292105675E-01  2.427366375923E-01  2.796859741211E-01
2018-12-03  3.761969804764E-01  2.627634704113E-01  2.968596518040E-01
2018-12-04  2.362061142921E-01  1.873536258936E-01  2.306182533503E-01
2018-12-06  2.412380576134E-01  1.863295882940E-01  2.247301340103E-01
2018-12-07  1.909090876579E-01  1.589527875185E-01  2.016683071852E-01
2018-12-10  2.053612023592E-01  1.571095585823E-01  2.070657461882E-01
2018-12-11  2.080872356892E-01  1.612301915884E-01  2.039215713739E-01
2018-12-12  2.376192659140E-01  1.765253841877E-01  2.161764651537E-01
2018-12-13  2.097140252590E-01  1.610051244497E-01  1.970588266850E-01
2018-12-14  1.755101978779E-01  1.376744210720E-01  1.793238669634E-01
2018-12-17  1.350861340761E-01  1.113172546029E-01  1.538461595774E-01
2018-12-18  1.287398040295E-01  1.061167716980E-01  1.415972560644E-01
2018-12-19  1.083408892155E-01  9.453197568655E-02  1.288584023714E-01
2018-12-20  9.156844764948E-02  7.831325381994E-02  1.120900660753E-01
2018-12-21  7.204350084066E-02  7.275255024433E-02  9.789524972439E-02
2018-12-24  5.706521868706E-02  5.789717286825E-02  8.268101513386E-02
2018-12-26  9.737318754196E-02  8.148147910833E-02  1.046966761351E-01
2018-12-27  1.000905781984E-01  8.101851493120E-02  1.162677109241E-01
2018-12-28  1.235853359103E-01  9.856548160315E-02  1.231069862843E-01
2018-12-31  1.519674360752E-01  1.138361841440E-01  1.372070312500E-01
2019-01-02  1.802982389927E-01  1.220527067780E-01  1.434846222401E-01
2019-01-03  1.423407196999E-01  1.043397933245E-01  1.215226948261E-01
2019-01-04  2.371273785830E-01  1.348107159138E-01  1.517813503742E-01
2019-01-07  3.125564455986E-01  1.615136116743E-01  1.678867787123E-01
2019-01-08  3.524368107319E-01  1.836640536785E-01  1.906387060881E-01
2019-01-09  3.915200829506E-01  1.996311694384E-01  1.998050659895E-01
2019-01-10  3.870094716549E-01  2.000922113657E-01  2.021432071924E-01
2019-01-11  4.140730798244E-01  2.130013853312E-01  2.067120671272E-01
2019-01-14  3.662162125111E-01  1.927155405283E-01  1.898980140686E-01
2019-01-15  4.133273363113E-01  2.231443077326E-01  2.107819318771E-01
2019-01-16  4.682860970497E-01  2.360534816980E-01  2.179611623287E-01
2019-01-17  4.948268234730E-01  2.544951736927E-01  2.262135893106E-01
2019-01-18  5.609536767006E-01  2.894009351730E-01  2.479378879070E-01
2019-01-22  4.844804406166E-01  2.450483590364E-01  2.202814221382E-01
2019-01-23  4.968525171280E-01  2.555248737335E-01  2.212518155575E-01
2019-01-24  5.312359333038E-01  2.776243090630E-01  2.308438420296E-01
2019-01-25  5.856179594994E-01  3.149171173573E-01  2.452738732100E-01
2019-01-28  5.612932443619E-01  3.123275041580E-01  2.412790656090E-01
2019-01-29  5.442299246788E-01  3.040478527546E-01  2.311046570539E-01
2019-01-30  5.966801047325E-01  3.494252860546E-01  2.562984526157E-01
2019-01-31  6.227007508278E-01  3.658088147640E-01  2.693798542023E-01
2019-02-01  6.406460404396E-01  3.832720518112E-01  2.842614948750E-01
2019-02-04  6.878923773766E-01  4.271933734417E-01  2.999516129494E-01
2019-02-05  6.817570328712E-01  4.276527464390E-01  3.030449450016E-01
2019-02-06  6.880322694778E-01  4.302112162113E-01  3.093281686306E-01
2019-02-07  6.454504728317E-01  4.145671129227E-01  2.875785529613E-01
2019-02-08  6.515898108482E-01  4.186898767948E-01  2.861285507679E-01
2019-02-11  6.744289994240E-01  4.434264898300E-01  2.993722856045E-01
2019-02-12  7.197851538658E-01  4.906092584133E-01  3.212735056877E-01
2019-02-13  7.229185104370E-01  5.086996555328E-01  3.318861424923E-01
2019-02-14  7.288590669632E-01  5.080091357231E-01  3.362276852131E-01
2019-02-15  7.588366866112E-01  5.576395392418E-01  3.649951815605E-01
2019-02-19  7.736017704010E-01  5.756744146347E-01  3.737957477570E-01
2019-02-20  7.675458192825E-01  5.737106204033E-01  3.783653974533E-01
2019-02-21  7.582663297653E-01  5.672594904900E-01  3.685728013515E-01
2019-02-22  7.732142806053E-01  5.929808616638E-01  3.957732915878E-01
2019-02-25  7.765387892723E-01  6.084776520729E-01  4.011516273022E-01
2019-02-26  7.702943682671E-01  5.902461409569E-01  3.886756300926E-01
2019-02-27  7.669340372086E-01  6.036446690559E-01  3.889688253403E-01
2019-02-28  7.580214142799E-01  5.955414175987E-01  3.865707516670E-01
2019-03-01  7.718359827995E-01  6.141947507858E-01  4.014388620853E-01
2019-03-04  7.553476095200E-01  6.073703169823E-01  3.937650024891E-01
2019-03-05  7.314031124115E-01  5.970895886421E-01  3.763183057308E-01
2019-03-06  6.562778353691E-01  5.452478528023E-01  3.441994190216E-01
2019-03-07  6.113089919090E-01  5.204545259476E-01  3.263056874275E-01
